cc_name,mentor,description,issues,youtube_publish_date,updated_at,district,impact_possible,is_impact,impact_in_process,target_official,impact_plan,youtube_publish_date_year,youtube_publish_date_month,youtube_publish_date_day,updated_at_year,updated_at_month,updated_at_day,cta_present,cta_description
 Shikha Paharin,GRADUATE CC," In District Sahebganj, Panchayat Durgatola, Village Gunde Go and Naugachi Pahar, five houses were damaged by wild elephant and the house of Badri Paharia was completely destroyed.",environment,2017-09-15 00:00:00.000,2022-11-18 10:44:01.764,SAHEBGANJ,True,False,False,VPPT, NA,2017,9,15,2022,11,18,True,compensation miles
 Xavier Hamsay,NA,"Mr. Manga Mundari of Meromgutu village of Bandgaon block of West Singhbhum district was killed by a sudden thunderbolt and his injuries on October 1, 2017 between 4 to 5 pm. Seriously injured in the impact. There is a lot of wound below the waist, burnt. He is currently being treated with conventional methods and is now out of danger. These days we hear a lot of news of thunderbolts falling and sometimes there is loss of life and property. Due to the change in the environment, such incidents are happening every day, the government should take concrete steps to get rid of this problem.",environment,2017-10-04 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,BDO, NA,2017,10,4,2022,11,18,True,tadit chalak should be installed in rural areas also.
 Kamal Kishor Purty,NA,"Auburu village of Khutpani block, West Singhbhum district is suffering from the menace of wild elephants. In 2016, about 35 elephants had come and damaged the crops of 13 farmers worth thousands of rupees. People gave applications for the supply of compensation, which was accepted in the form of a check after a long time, seeing which the farmers were surprised. Damu Haiburu suffered a loss of about Rs.30-35000, no one came to assess after giving the application, got a check of Rs.647. This year also on November 15, 5 groups of elephants have been seen in the number of 20-25.",environment,2017-11-29 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,True,False,False,DFO, make IU,2017,11,29,2022,11,18,True,"district forest officer, west singhbhum"
 Saroj Kumar Rawani,GRADUATE CC, Mains is open in Hantargang village Karmali block of Chatra district till which the entire village is covered till the villagers are protesting due to which there are problems like water crisis in the houses and schools.,forced evictions,2018-06-29 00:00:00.000,2022-11-18 10:44:01.764,CHHATRA,True,False,False,AA," Send video to the people of the village, apply to the people of the village",2018,6,29,2022,11,18,True,stone mining ko roka jay
 Sanchita Pathak,MST SORIYA BANU," The pain of the oustees of Masanjor Dam in Dumka district is different. Built in 1955, this dam was built for hydroelectric power generation. 145 Mouza of land was used for its construction. Even today the displaced are fighting for compensation from the government.",forced evictions,2017-11-29 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,False,False,False,NA,NA,2017,11,29,2022,11,18,NA,NA
 Mary Nisha Hansda,HARIHAR NAGBANSI,Illegal acquisition of Raiati land by Adani in Gangta Gobindpur village of Godda district. Our Community Correspondent from Godda Marynisha Hansda,forced evictions,2018-07-26 00:00:00.000,2022-11-18 10:44:01.764,GONDA,True,False,False,DC," Visit to DC office with community, Screen video. give an application",2018,7,26,2022,11,18,True,remember the memory of garmin
 Kranti Murmu,NA,Jamtara Laharjori road is being constructed by acquiring Raiyati land for the last 4 years via district Jamtara block Karmatand Sakalpur. But till now the ryots have got only notice and not compensation.,forced evictions,2018-08-06 00:00:00.000,2022-11-18 10:44:01.764,JAMTARA,True,False,False,DC," visit to dc office with community, give an application. sceen video to dc and community",2018,8,6,2022,11,18,True,muvabza mile
 Kamal Kishor Purty,NA,"Birsa Topno started washing glasses in a hotel from an early age in Tapkara, Torpa block under Khunti district. And Koyal left work at the time of Karo Dam displacement protest. Today after 25 years we have started our hotel business. Report of Kamal Purti",forced evictions,2018-06-30 00:00:00.000,2022-11-18 10:44:01.764,WEST SINGHBHUM,False,False,False,NA,NA,2018,6,30,2022,11,18,NA,NA
 Mukesh Rajak,NA,"Despite there being a law to eradicate witchcraft, women, men and children are being killed every year in the name of superstition in Jharkhand. Sushila Devi of Bhedwa village of Madhupur block of Deoghar district, let's see in this video on the ground from where this kind of bad practice starts. Well, now our community reporter Mukesh Rajak and the local organization Samarth Mahila Sangathan have taken the initiative, especially this incident has been curbed.",gender,2017-11-23 00:00:00.000,2022-11-18 10:44:01.764,DEOGARH,True,False,False,SP,"visit to local police station, try to file an FIR",2017,11,23,2022,11,18,True,dayan kahane kone ke saja ho ya samman purvak unko me rakha jay
 Sanchita Pathak,MST SORIYA BANU,"The problem of village Bankati is that Sunita Marandi was kept by her husband for 2 years, after that she had a girl. After becoming a girl, her husband abandoned her. Given because she does not have money, there is a lot of problem with a child who is somehow earning her living by doing other's work.",gender,2018-05-22 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,VS, screen,2018,5,22,2022,11,18,True,"vipul shukla, sp, dumka"
 Beena Bharti,SHIKHA PAHARIN, Kanchan Devi was strangled to death on 31/3/2018 for dowry of Rs 1.5 lakh and a motorcycle in Dudhuwa Tola under Giridih Jamuv block.,gender,2018-04-15 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,SP, FIR is made by family. Screen.,2018,4,15,2022,11,18,True,"sub inspector police, kiridih, giridih"
 Amit Topno,NA," A woman from village Pan Sakam, block Bundu, district Ranchi, who works as a mason, in this work only men are still dominant, if you have passion in your heart, you can even break mountains.",gender,2018-06-08 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,False,False,False,NA,NA,2018,6,8,2022,11,18,NA,NA
 Vinti Vishwakarma,NA," Bebi Devi, resident of Dachshani panchayat of Dist-Koderma, Block-Domchanch, has been beaten for 25 years for dowry and misbehavior and has been living in a house for the last 2 years.",gender,2017-08-11 00:00:00.000,2022-11-18 10:44:01.764,KODERMA,True,False,False,CDPO, NA,2017,8,11,2022,11,18,True,baby ko uska hak mile aur maarpit unke saath na ho
 Nirmala Ekka,NA,"In the tribal society of Jharkhand, the ceremony of matchmaking is called 'Lota-Pani'. Social discrimination between boy and girl is also seen in tribal society. While the girl washes the feet of her fiance, the fiance gets his work done by washing the hands of the girl. Girls also have equal rights.",gender,2017-09-15 00:00:00.000,2022-11-18 10:44:01.764,RANCHI,False,False,False,NA,NA,2017,9,15,2022,11,18,NA,NA
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC,Munika Devi and 11 other families of Khamra Harijan Basti of Gomia block of Bokaro district have not yet received LPG gas sets despite filling the form twice. The women of these 12 families face a lot of difficulty in getting fuel for cooking.,governance and accountability,2017-12-23 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,BDO, screen,2017,12,23,2022,11,18,True,"bdo, gomiya"
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC,"Samgira Khatoon and Mohammad Noor Hassan, residents of Masjid Mohalla, West Sasbeda, Gomiya block, are not getting old age pension even after filling the form four times.",governance and accountability,2017-11-10 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,NK, screen to CO,2017,11,10,2022,11,18,True,"nirmal kumar, circle officer, gomiya"
 Manju Raj,NA,"Tajinder Kaur, who lives near Bank Mode Gurudwara in Gomia block of Bokaro district, does not get old age pension. From 2005 till today she is filling old age pension forms but her problem has not been solved till date. They have two children who are running their family by doing odd jobs and are not able to take care of Tajinder.",governance and accountability,2017-10-28 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,CO, screen mojo to CO,2017,10,28,2022,11,18,False,NA
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC,"Talo Hansda, a resident of Khamra village, Bokaro district, has been a widow for 18 years, but till date she has not received the benefit of widow pension. Talo's children have now grown up whom he has brought up with great difficulty. In 18 years, he applied by filling the form 6 times but no hearing took place.",governance and accountability,2017-10-12 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,CO, screen to CO,2017,10,12,2022,11,18,True,"circle officer, gomiya block"
 Halima Ejaz,GURUPRASAD PEDNEKAR,"In Chhatrautand village of Baghmara block of Dhanbad district, there are 25 Birhor community people who are very poor. A new problem has come in front of them. Retail money is not being taken in coins in their area, but notes are asked for. Because of this, they are facing a lot of difficulty in coming and going and buying and selling goods.",governance and accountability,2017-12-23 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,DC, screen.,2017,12,23,2022,11,18,True,"dc, dhanbad"
 Halima Ejaz,GURUPRASAD PEDNEKAR,"The SHG group of Murlidih village of Chatrutand panchayat of Baghmara block of Dhanbad district has not opened its bank account. Since 2 years, the money of the group has been kept in a box.",governance and accountability,2017-09-05 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,ZK-SM, NA,2017,9,5,2022,11,18,True,shg group account opened.
 Halima Ejaz,GURUPRASAD PEDNEKAR," Gendiya Devi is a widow from Chhatrutand village of Baghmara block of Dhanbad district. For the last one year, she is not getting widow pension and is facing a lot of trouble in running the family.",governance and accountability,2017-12-23 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,BDO, screen to official,2017,12,23,2022,11,18,True,"bdo, baghmara"
 Halima Ejaz,GURUPRASAD PEDNEKAR,"On January 17, 2018, under the aegis of Jharkhand Pradesh Gram Jal Sahiya Sangh, a one-day protest was held in front of the Legislative Assembly at Birsa Chowk, Ranchi with eight point demands. In which Jal Sahiyas from all the districts of Jharkhand participated and requested Eight-point demands were kept, in which mainly the dress code, identity card and honorarium of Jal Sahiyas.",governance and accountability,2018-02-05 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,PJESM, NA,2018,2,5,2022,11,18,True,mang puri ho
 Sanchita Pathak,MST SORIYA BANU,"Children are fed only Khichdi in the Anganwadi center of Nawadih village, Post Kumdabad, District Dumka. On enquiry, it came to know that this is the order from the government.",governance and accountability,2017-11-02 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,CDPO, screen CDPO.,2017,11,2,2022,11,18,True,"cdpo, dumka"
 Sanchita Pathak,MST SORIYA BANU," 6 old person of more than 70 years of age, in Khajuriya village, Dumka, are not receiving their old age pension. They have filled up forms 3 timer and submitted to Panchayat Sevak and Mukhiya but nothing has been done yet.",governance and accountability,2017-07-11 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,JJ, make application for respective official.,2017,7,11,2022,11,18,True,"jaiprakash jha, district magistrate, dumka"
 Sanchita Pathak,MST SORIYA BANU,"Children are fed only Khichdi in the Anganwadi center of Nawadih village, Post Kumdabad, District Dumka. On enquiry, it came to know that this is the order from the government.",governance and accountability,2017-11-02 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,CDPO, screen CDPO.,2017,11,2,2022,11,18,True,"cdpo, dumka"
 Sanchita Pathak,MST SORIYA BANU,"The house of Saraswati Devi of village-Gando district-Dumka Jharkhand collapsed in the last rains. Block Development Officer and Panchayat Samiti were visited, still no one has connected with the housing scheme.",governance and accountability,2018-01-12 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,BDO, now,2018,1,12,2022,11,18,True,pradhanmantri awas mile
 Sanchita Pathak,MST SORIYA BANU,"Block-Dumka District-Dumka Dharna demonstration was held in which headman, village servant, village headman and village people were also present in which there was talk about prohibition of alcohol, people say that due to alcohol, people die and fights .",governance and accountability,2018-04-09 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,SP, screen.,2018,4,9,2022,11,18,True,"sp, dumka"
 Sanchita Pathak,MST SORIYA BANU,"Raghunath Mohli of Village-Chakalta, Block-Sikaripada, District-Dumka had got Prime Minister's residence on February 2017, got money twice, for the third time 48000 money has not been received. Somehow got it cast by taking a loan. Panchayat Sevak and BDO also came for investigation and said that money will be received but money has not been received yet.",governance and accountability,2018-04-09 00:00:00.000,2022-11-18 10:44:01.764,DUMKA,True,False,False,BDO, screen to BDO,2018,4,9,2022,11,18,True,"bdo, shikaripada, dumka"
